pedido_id,restaurante_id,nome_estabelecimento,categoria,item_principal,qtd_itens,preco_item,desconto,preco_pedido,distancia_km,taxa_entrega,tempo_entrega_min,nota_cliente
P0234,R021,Cantina da Pimenta Dourado,Açaí,açaí 500ml,2,41.29,0,170.72,3.41,8.29,42,3.7
P0235,R021,Cantina da Pimenta Dourado,Açaí,açaí 500ml,3,50.85,0,152.55,8.51,6.86,72,3.2
P0236,R021,Cantina da Pimenta Dourado,Açaí,açaí 300ml,2,53.26,3,105.02,7.29,7.47,53,3.8
P0237,R021,Cantina da Pimenta Dourado,Açaí,vitamina,2,44.5,0,93.0,8.31,7.88,68,3.5
P0238,R021,Cantina da Pimenta Dourado,Açaí,açaí 300ml,1,36.74,0,38.24,7.35,6.7,68,3.2
P0239,R021,Cantina da Pimenta Dourado,Açaí,vitamina,5,34.4,0,172.0,5.61,6.53,41,3.7
P0240,R021,Cantina da Pimenta Dourado,Açaí,salada de frutas,1,51.86,0,53.36,6.53,7.91,44,3.6
P0241,R021,Cantina da Pimenta Dourado,Açaí,salada de frutas,2,31.48,5,59.46,8.51,9.2,76,3.2
P0242,R021,Cantina da Pimenta Dourado,Açaí,vitamina,1,32.03,0,35.03,5.77,6.05,53,3.7
P0243,R022,Cantina da Vila Alta Secreto,Salgados,enroladinho,1,12.2,2,12.2,1.5,12.37,18,4.0
P0244,R022,Cantina da Vila Alta Secreto,Salgados,coxinha,1,11.73,3,12.73,2.08,12.84,24,3.6
P0245,R022,Cantina da Vila Alta Secreto,Salgados,kibe,3,13.26,5,38.78,3.55,11.83,53,3.8
P0246,R022,Cantina da Vila Alta Secreto,Salgados,kibe,2,15.8,2,32.6,0.45,9.44,11,4.3
P0247,R022,Cantina da Vila Alta Secreto,Salgados,coxinha,4,18.17,5,69.18,0.61,11.86,13,4.2
P0248,R022,Cantina da Vila Alta Secreto,Salgados,esfiha,1,18.75,5,13.75,1.43,11.29,32,3.6
P0249,R022,Cantina da Vila Alta Secreto,Salgados,kibe,2,12.47,0,24.94,2.81,11.14,41,3.5
P0250,R023,Cantina do Javali Sincero,Açaí,açaí 300ml,4,23.61,5,89.44,7.6,11.41,57,3.2
P0251,R023,Cantina do Javali Sincero,Açaí,açaí 300ml,2,22.96,0,45.92,7.77,10.63,58,3.4
P0252,R023,Cantina do Javali Sincero,Açaí,açaí 500ml,3,30.86,0,96.58,6.29,10.56,54,3.9
P0253,R023,Cantina do Javali Sincero,Açaí,açaí 300ml,1,22.58,2,24.58,7.0,12.59,55,3.1
P0254,R023,Cantina do Javali Sincero,Açaí,açaí 300ml,3,17.57,0,56.71,7.38,9.84,69,3.0
P0255,R023,Cantina do Javali Sincero,Açaí,açaí 300ml,2,29.72,5,57.44,7.96,10.41,43,3.9
P0256,R023,Cantina do Javali Sincero,Açaí,açaí 500ml,1,26.66,0,26.66,8.49,10.29,73,2.9
P0257,R023,Cantina do Javali Sincero,Açaí,açaí 300ml,1,30.01,0,31.51,6.38,10.79,50,3.2
P0258,R023,Cantina do Javali Sincero,Açaí,vitamina,1,29.24,3,29.24,5.11,9.05,41,2.8
P0259,R023,Cantina do Javali Sincero,Açaí,açaí 300ml,2,24.97,2,50.94,7.06,10.97,53,3.7
P0260,R024,Cantina do Pistache Afiado,Hambúrguer,x-bacon,3,31.53,0,96.09,8.28,7.04,65,3.2
P0261,R024,Cantina do Pistache Afiado,Hambúrguer,x-bacon,1,30.6,0,32.6,7.84,8.68,45,2.8
P0262,R024,Cantina do Pistache Afiado,Hambúrguer,x-bacon,1,31.29,3,29.79,8.58,7.96,40,3.1
P0263,R024,Cantina do Pistache Afiado,Hambúrguer,smash duplo,2,26.56,3,50.12,7.58,4.73,54,3.8
P0264,R024,Cantina do Pistache Afiado,Hambúrguer,batata frita,1,44.58,3,41.58,10.47,8.52,77,3.5
P0265,R024,Cantina do Pistache Afiado,Hambúrguer,smash duplo,3,29.38,2,86.14,8.79,7.55,57,3.4
P0266,R024,Cantina do Pistache Afiado,Hambúrguer,x-bacon,1,45.06,2,44.56,9.17,8.04,62,3.2
P0267,R024,Cantina do Pistache Afiado,Hambúrguer,batata frita,3,36.12,0,112.36,9.16,8.75,63,3.3
P0268,R025,Cantina do Pixel Afiado,Pizza,fatia de calabresa,1,39.01,0,39.01,7.74,8.01,59,3.2
P0269,R025,Cantina do Pixel Afiado,Pizza,fatia marguerita,5,56.37,5,279.85,6.76,10.39,49,3.0
P0270,R025,Cantina do Pixel Afiado,Pizza,pizza brotinho,2,63.7,3,125.9,5.83,8.8,32,3.9
P0271,R025,Cantina do Pixel Afiado,Pizza,fatia de calabresa,2,55.55,5,110.1,6.6,8.49,55,3.2
P0272,R025,Cantina do Pixel Afiado,Pizza,pizza brotinho,4,66.1,0,264.4,6.94,8.62,46,3.7
P0273,R025,Cantina do Pixel Afiado,Pizza,fatia de calabresa,2,59.31,5,117.62,8.2,10.57,60,2.8
P0274,R025,Cantina do Pixel Afiado,Pizza,pizza média,3,52.7,3,155.1,4.76,8.34,49,3.3
P0275,R025,Cantina do Pixel Afiado,Pizza,pizza brotinho,3,40.54,0,123.62,6.36,7.75,41,3.7
P0276,R025,Cantina do Pixel Afiado,Pizza,fatia de calabresa,1,49.65,0,49.65,5.55,9.55,58,3.1
P0277,R025,Cantina do Pixel Afiado,Pizza,pizza brotinho,4,66.32,0,265.28,7.94,8.33,60,2.7
P0278,R025,Cantina do Pixel Afiado,Pizza,pizza brotinho,2,57.45,0,114.9,6.41,7.21,45,3.8
P0279,R025,Cantina do Pixel Afiado,Pizza,pizza brotinho,5,55.19,0,275.95,4.02,6.37,36,3.8
P0280,R026,Cantina do Pêndulo Sincero,Açaí,açaí 300ml,2,64.69,3,126.38,3.28,8.95,31,2.7
P0281,R026,Cantina do Pêndulo Sincero,Açaí,açaí 500ml,1,55.3,0,55.3,0.89,8.46,11,4.8
P0282,R026,Cantina do Pêndulo Sincero,Açaí,açaí 500ml,1,63.96,0,63.96,0.6,9.69,22,4.6
P0283,R026,Cantina do Pêndulo Sincero,Açaí,açaí 300ml,2,38.91,3,76.32,2.35,5.95,23,3.7
P0284,R026,Cantina do Pêndulo Sincero,Açaí,vitamina,2,44.47,5,83.94,2.33,7.63,36,4.0
P0285,R026,Cantina do Pêndulo Sincero,Açaí,salada de frutas,2,46.64,3,246.27,2.57,9.81,27,3.6
P0286,R026,Cantina do Pêndulo Sincero,Açaí,vitamina,4,67.13,3,268.52,0.2,8.22,8,3.7
P0287,R026,Cantina do Pêndulo Sincero,Açaí,açaí 500ml,3,38.17,5,109.51,2.19,9.07,15,4.5
P0288,R026,Cantina do Pêndulo Sincero,Açaí,vitamina,3,60.34,0,184.02,4.04,13.51,44,3.6
P0289,R026,Cantina do Pêndulo Sincero,Açaí,açaí 300ml,4,58.49,0,237.96,1.09,8.71,22,4.1
P0290,R026,Cantina do Pêndulo Sincero,Açaí,açaí 500ml,1,41.82,5,39.82,0.23,8.61,23,3.9
P0291,R027,Cantina do Sumiço Clandestino,Hambúrguer,x-salada,3,14.93,0,44.79,0.2,2.21,26,4.4
P0292,R027,Cantina do Sumiço Clandestino,Hambúrguer,batata frita,2,11.29,0,24.08,1.5,3.8,33,3.6
P0293,R027,Cantina do Sumiço Clandestino,Hambúrguer,batata frita,4,15.91,0,63.64,0.2,1.88,10,4.4
P0294,R027,Cantina do Sumiço Clandestino,Hambúrguer,batata frita,5,17.4,2,85.0,2.13,3.17,34,4.3
P0295,R027,Cantina do Sumiço Clandestino,Hambúrguer,x-bacon,3,13.87,0,44.61,0.56,2.84,25,4.1
P0296,R027,Cantina do Sumiço Clandestino,Hambúrguer,x-burger,4,19.77,0,79.08,0.72,2.31,11,4.2
P0297,R027,Cantina do Sumiço Clandestino,Hambúrguer,batata frita,2,19.35,0,40.7,1.92,4.58,21,3.7
P0298,R027,Cantina do Sumiço Clandestino,Hambúrguer,batata frita,1,14.02,3,14.02,1.79,3.34,33,4.3
P0299,R027,Cantina do Sumiço Clandestino,Hambúrguer,batata frita,1,17.99,3,17.99,1.2,2.49,20,3.6
P0300,R027,Cantina do Sumiço Clandestino,Hambúrguer,x-salada,5,11.67,0,60.35,1.28,2.05,33,4.3
P0301,R028,Cantina do Vapor Honesto,Hambúrguer,smash duplo,2,37.21,0,75.92,3.04,12.35,40,4.6
P0302,R028,Cantina do Vapor Honesto,Hambúrguer,x-salada,2,45.22,0,90.44,0.99,8.9,39,3.9
P0303,R028,Cantina do Vapor Honesto,Hambúrguer,x-salada,2,31.28,5,57.56,4.32,11.13,48,3.2
P0304,R028,Cantina do Vapor Honesto,Hambúrguer,x-bacon,2,44.8,0,92.6,0.39,8.42,19,4.1
P0305,R028,Cantina do Vapor Honesto,Hambúrguer,x-salada,2,34.1,3,65.2,3.04,7.82,43,4.4
P0306,R028,Cantina do Vapor Honesto,Hambúrguer,smash duplo,2,29.5,0,60.5,3.44,9.67,42,3.7
P0307,R028,Cantina do Vapor Honesto,Hambúrguer,x-bacon,2,46.37,5,90.74,1.41,8.51,28,4.4
P0308,R029,Canto da Coxinha Crocrante,Pizza,pizza média,2,37.28,0,76.56,8.07,14.14,47,3.5
P0309,R029,Canto da Coxinha Crocrante,Pizza,pizza brotinho,3,33.14,3,96.42,6.27,12.35,44,3.0
P0310,R029,Canto da Coxinha Crocrante,Pizza,pizza média,1,32.43,0,34.43,6.69,13.65,47,3.4
P0311,R029,Canto da Coxinha Crocrante,Pizza,pizza brotinho,5,51.6,0,261.0,3.42,10.32,32,4.0
P0312,R029,Canto da Coxinha Crocrante,Pizza,fatia marguerita,2,37.14,5,69.28,7.07,11.13,41,3.3
P0313,R029,Canto da Coxinha Crocrante,Pizza,fatia de calabresa,3,39.13,2,116.89,7.1,11.76,63,3.1
P0314,R029,Canto da Coxinha Crocrante,Pizza,fatia marguerita,2,44.1,3,85.2,5.28,12.9,59,3.1
P0315,R030,Canto da Esquina Solar,Açaí,açaí 500ml,2,41.58,3,83.16,3.01,4.62,26,4.0
P0316,R030,Canto da Esquina Solar,Açaí,açaí 300ml,3,36.15,0,108.45,5.56,5.9,52,4.1
P0317,R030,Canto da Esquina Solar,Açaí,açaí 300ml,2,58.91,2,115.82,3.49,5.81,20,4.6
P0318,R030,Canto da Esquina Solar,Açaí,açaí 300ml,3,38.02,3,111.06,4.34,4.95,37,4.3
P0319,R030,Canto da Esquina Solar,Açaí,vitamina,2,50.31,0,231.23,4.46,4.96,42,3.3
P0320,R030,Canto da Esquina Solar,Açaí,vitamina,4,45.7,5,177.8,6.3,4.78,52,3.5
P0321,R030,Canto da Esquina Solar,Açaí,açaí 500ml,1,55.71,3,56.71,4.9,6.61,30,4.3
P0322,R030,Canto da Esquina Solar,Açaí,açaí 500ml,1,36.37,0,36.37,5.08,7.79,40,4.0
P0323,R030,Canto da Esquina Solar,Açaí,vitamina,2,40.6,5,80.2,2.5,2.95,34,4.7
P0324,R031,Canto da Garoa Crocrante,Açaí,salada de frutas,5,19.71,5,93.55,7.42,12.15,68,3.1
P0325,R031,Canto da Garoa Crocrante,Açaí,açaí 500ml,1,18.68,5,15.68,6.45,10.83,51,1.7
P0326,R031,Canto da Garoa Crocrante,Açaí,salada de frutas,5,20.0,0,100.0,6.31,9.16,48,3.7
P0327,R031,Canto da Garoa Crocrante,Açaí,açaí 300ml,2,19.76,5,34.52,10.33,11.17,82,3.4
P0328,R031,Canto da Garoa Crocrante,Açaí,salada de frutas,1,14.92,0,16.42,8.54,11.86,63,3.5
P0329,R031,Canto da Garoa Crocrante,Açaí,vitamina,2,18.75,5,32.5,8.65,11.81,57,2.6
P0330,R031,Canto da Garoa Crocrante,Açaí,açaí 500ml,1,19.65,0,19.65,6.86,11.02,60,2.7
P0331,R031,Canto da Garoa Crocrante,Açaí,vitamina,5,15.59,0,77.95,6.67,10.07,49,4.1
P0332,R031,Canto da Garoa Crocrante,Açaí,açaí 500ml,5,21.42,0,109.1,6.09,9.17,43,3.7
P0333,R032,Canto da Neblina Sagrado,Japonesa,yakisoba,2,32.02,0,65.54,8.04,8.94,54,4.4
P0334,R032,Canto da Neblina Sagrado,Japonesa,hot roll,1,38.37,0,40.37,4.2,8.23,49,4.7
P0335,R032,Canto da Neblina Sagrado,Japonesa,combo 12 peças,2,36.0,0,73.5,5.32,8.36,32,4.5
P0336,R032,Canto da Neblina Sagrado,Japonesa,yakisoba,2,26.31,0,56.62,8.27,7.45,59,4.0
P0337,R032,Canto da Neblina Sagrado,Japonesa,combo 12 peças,3,29.08,3,86.24,5.31,8.36,32,4.2
P0338,R032,Canto da Neblina Sagrado,Japonesa,temaki,2,39.44,2,79.88,7.59,8.61,73,3.8
P0339,R032,Canto da Neblina Sagrado,Japonesa,temaki,1,31.64,0,35.64,6.25,7.62,62,4.4
P0340,R032,Canto da Neblina Sagrado,Japonesa,yakisoba,3,37.32,0,113.96,8.05,7.92,40,3.8
P0341,R033,Canto do Pastel Crocrante,Marmita,prato executivo,3,25.48,3,73.44,8.76,8.7,55,3.6
P0342,R033,Canto do Pastel Crocrante,Marmita,prato executivo,1,23.95,0,25.45,7.44,7.28,52,3.6
P0343,R033,Canto do Pastel Crocrante,Marmita,marmita fitness,2,15.84,5,26.68,6.27,6.44,65,3.3
P0344,R033,Canto do Pastel Crocrante,Marmita,marmita M,2,23.55,0,47.1,9.01,8.77,84,2.5
P0345,R033,Canto do Pastel Crocrante,Marmita,prato executivo,2,19.27,2,36.54,7.79,7.47,54,3.2
P0346,R033,Canto do Pastel Crocrante,Marmita,marmita fitness,1,15.57,0,15.57,8.54,9.16,78,3.3
P0347,R033,Canto do Pastel Crocrante,Marmita,prato executivo,4,22.57,2,88.28,10.34,8.07,57,3.2
P0348,R033,Canto do Pastel Crocrante,Marmita,marmita P,2,26.77,0,56.54,8.52,5.32,66,3.5
P0349,R033,Canto do Pastel Crocrante,Marmita,marmita P,2,16.02,3,29.04,9.59,9.73,70,3.1
P0350,R033,Canto do Pastel Crocrante,Marmita,marmita P,1,21.51,0,21.51,9.35,9.83,57,3.2
P0351,R034,Casa do Código Selvagem,Japonesa,temaki,3,58.57,2,177.71,8.07,5.62,63,3.3
P0352,R034,Casa do Código Selvagem,Japonesa,hot roll,1,61.3,0,61.3,9.05,7.3,53,4.6
P0353,R034,Casa do Código Selvagem,Japonesa,hot roll,2,44.46,0,90.92,8.45,6.19,75,3.7
P0354,R034,Casa do Código Selvagem,Japonesa,yakisoba,2,41.24,0,84.48,8.2,5.41,48,3.8
P0355,R034,Casa do Código Selvagem,Japonesa,yakisoba,4,67.66,3,267.64,8.27,6.58,56,3.4
P0356,R034,Casa do Código Selvagem,Japonesa,hot roll,1,61.49,0,65.49,9.5,6.76,62,3.2
P0357,R034,Casa do Código Selvagem,Japonesa,hot roll,1,70.49,0,70.49,7.68,5.19,54,3.0
P0358,R034,Casa do Código Selvagem,Japonesa,yakisoba,1,42.79,3,41.29,8.38,6.43,64,2.9
P0359,R034,Casa do Código Selvagem,Japonesa,temaki,1,40.24,2,38.24,9.73,5.64,62,3.5
P0360,R034,Casa do Código Selvagem,Japonesa,hot roll,2,66.98,5,132.96,5.46,4.91,57,3.6
P0361,R035,Casa do Gato Preto Nervoso,Açaí,açaí 300ml,1,30.26,0,33.26,7.14,10.23,52,3.6
P0362,R035,Casa do Gato Preto Nervoso,Açaí,salada de frutas,3,25.32,0,75.96,6.65,7.45,52,3.5
P0363,R035,Casa do Gato Preto Nervoso,Açaí,açaí 500ml,3,23.96,3,72.88,5.81,7.79,62,3.3
P0364,R035,Casa do Gato Preto Nervoso,Açaí,vitamina,2,28.65,2,55.3,8.59,9.2,44,3.3
P0365,R035,Casa do Gato Preto Nervoso,Açaí,salada de frutas,2,33.27,3,66.54,9.6,10.18,74,3.1
P0366,R035,Casa do Gato Preto Nervoso,Açaí,açaí 300ml,2,36.7,3,70.4,6.19,9.04,37,3.9
P0367,R035,Casa do Gato Preto Nervoso,Açaí,salada de frutas,1,24.28,5,21.28,6.64,9.76,40,3.8
P0368,R035,Casa do Gato Preto Nervoso,Açaí,açaí 500ml,2,33.85,0,67.7,8.96,8.75,45,3.9
P0369,R035,Casa do Gato Preto Nervoso,Açaí,salada de frutas,5,21.08,5,104.4,10.57,13.25,83,3.1
P0370,R035,Casa do Gato Preto Nervoso,Açaí,vitamina,3,30.59,2,89.77,5.63,7.57,49,3.0
P0371,R035,Casa do Gato Preto Nervoso,Açaí,açaí 300ml,1,25.52,0,25.52,6.5,7.82,49,3.9
P0372,R035,Casa do Gato Preto Nervoso,Açaí,açaí 300ml,2,33.23,0,70.46,7.45,11.06,57,3.5
P0373,R036,Empório da Goiabada Profundo,Café,croissant,2,26.09,3,49.18,7.63,14.79,119,3.1
P0374,R036,Empório da Goiabada Profundo,Café,café coado,3,22.9,3,67.2,3.45,14.08,34,3.7
P0375,R036,Empório da Goiabada Profundo,Café,cappuccino,1,22.64,2,20.64,5.42,13.29,32,3.9
P0376,R036,Empório da Goiabada Profundo,Café,café coado,1,21.72,5,16.72,6.29,12.52,40,3.7
P0377,R036,Empório da Goiabada Profundo,Café,croissant,2,28.07,5,55.14,4.3,11.13,37,4.1
P0378,R036,Empório da Goiabada Profundo,Café,café coado,1,20.43,0,20.43,4.86,11.17,54,3.9
P0379,R036,Empório da Goiabada Profundo,Café,croissant,3,19.22,0,59.16,7.96,16.03,38,3.6
P0380,R036,Empório da Goiabada Profundo,Café,cappuccino,4,21.19,2,84.76,6.77,15.84,45,2.8
P0381,R036,Empório da Goiabada Profundo,Café,cappuccino,3,20.36,0,64.08,6.18,13.52,37,3.5
P0382,R036,Empório da Goiabada Profundo,Café,pão de queijo,1,19.86,5,16.36,7.26,13.6,43,3.8
P0383,R036,Empório da Goiabada Profundo,Café,cappuccino,1,20.58,0,20.58,7.6,13.74,64,2.8
P0384,R036,Empório da Goiabada Profundo,Café,pão de queijo,4,21.41,2,85.14,7.64,12.57,49,3.2
P0385,R037,Empório da Panela Selvagem,Açaí,açaí 300ml,1,32.82,2,30.82,2.18,13.96,30,3.1
P0386,R037,Empório da Panela Selvagem,Açaí,açaí 500ml,1,38.06,0,41.06,3.06,12.42,46,3.2
P0387,R037,Empório da Panela Selvagem,Açaí,açaí 500ml,3,44.97,0,136.41,4.36,13.85,39,3.9
P0388,R037,Empório da Panela Selvagem,Açaí,vitamina,2,25.99,0,55.98,1.72,11.81,18,4.8
P0389,R037,Empório da Panela Selvagem,Açaí,açaí 300ml,1,45.99,3,44.99,2.07,11.04,33,4.5
P0390,R037,Empório da Panela Selvagem,Açaí,açaí 300ml,1,29.33,3,26.33,1.28,9.67,19,4.2
P0391,R037,Empório da Panela Selvagem,Açaí,vitamina,1,28.16,2,26.16,0.2,11.16,21,4.0
P0392,R037,Empório da Panela Selvagem,Açaí,vitamina,1,39.97,3,36.97,1.55,11.79,28,3.9
P0393,R037,Empório da Panela Selvagem,Açaí,salada de frutas,1,26.84,0,29.84,2.25,11.58,37,3.6
P0394,R037,Empório da Panela Selvagem,Açaí,açaí 300ml,2,29.54,5,56.08,2.86,13.04,26,3.6
P0395,R037,Empório da Panela Selvagem,Açaí,salada de frutas,1,39.77,0,39.77,4.27,0.37,39,3.8
P0396,R037,Empório da Panela Selvagem,Açaí,vitamina,3,38.54,0,117.12,0.94,10.43,38,3.7
P0397,R038,Empório da Pimenta Cósmico,Salgados,esfiha,1,37.17,0,37.17,7.17,10.34,47,3.1
P0398,R038,Empório da Pimenta Cósmico,Salgados,coxinha,4,42.32,2,167.28,8.47,11.2,54,3.7
P0399,R038,Empório da Pimenta Cósmico,Salgados,kibe,2,27.39,2,52.78,6.34,9.45,44,3.9
P0400,R038,Empório da Pimenta Cósmico,Salgados,risole,2,42.44,0,88.88,7.37,11.14,54,3.4
P0401,R038,Empório da Pimenta Cósmico,Salgados,enroladinho,2,29.97,5,54.94,6.47,13.29,43,4.4
P0402,R038,Empório da Pimenta Cósmico,Salgados,enroladinho,3,39.68,3,118.04,5.69,10.66,46,4.3
P0403,R038,Empório da Pimenta Cósmico,Salgados,kibe,2,28.68,0,57.36,7.08,9.49,51,3.6
P0404,R038,Empório da Pimenta Cósmico,Salgados,kibe,1,24.03,2,22.03,4.75,9.67,45,3.6
P0405,R038,Empório da Pimenta Cósmico,Salgados,enroladinho,4,32.34,2,127.36,8.14,10.32,71,3.2
P0406,R039,Empório da Pimenta Supremo,Hambúrguer,x-bacon,5,20.98,0,107.9,5.18,10.97,43,4.0
P0407,R039,Empório da Pimenta Supremo,Hambúrguer,smash duplo,2,31.54,2,61.08,7.72,11.6,69,3.1
P0408,R039,Empório da Pimenta Supremo,Hambúrguer,batata frita,3,28.24,0,87.72,6.73,12.15,57,3.3
P0409,R039,Empório da Pimenta Supremo,Hambúrguer,x-bacon,5,22.63,5,108.15,6.71,12.28,52,3.4
P0410,R039,Empório da Pimenta Supremo,Hambúrguer,batata frita,2,18.61,5,32.22,6.58,13.61,58,3.1
P0411,R039,Empório da Pimenta Supremo,Hambúrguer,x-bacon,2,26.44,0,55.88,7.56,11.93,70,3.4
P0412,R039,Empório da Pimenta Supremo,Hambúrguer,smash duplo,1,25.66,2,27.66,9.05,13.14,58,3.7
P0413,R039,Empório da Pimenta Supremo,Hambúrguer,smash duplo,1,30.09,0,32.09,7.34,11.62,62,3.2
P0414,R039,Empório da Pimenta Supremo,Hambúrguer,smash duplo,1,21.27,3,18.27,7.95,13.59,57,4.1
P0415,R039,Empório da Pimenta Supremo,Hambúrguer,x-burger,3,26.24,0,80.72,6.61,11.22,52,3.8
P0416,R040,Empório do Abacaxi Clandestino,Doces,brigadeiro,3,48.7,5,141.1,5.7,11.75,48,4.3
P0417,R040,Empório do Abacaxi Clandestino,Doces,brigadeiro,2,62.62,5,120.24,4.16,9.85,45,4.1
P0418,R040,Empório do Abacaxi Clandestino,Doces,bolo de pote,3,42.43,0,128.79,4.37,10.86,32,4.6
P0419,R040,Empório do Abacaxi Clandestino,Doces,pudim,3,46.39,3,136.17,6.59,13.59,59,3.8
P0420,R040,Empório do Abacaxi Clandestino,Doces,pudim,1,52.4,0,52.4,3.8,8.74,42,3.3
P0421,R040,Empório do Abacaxi Clandestino,Doces,brigadeiro,4,44.28,0,179.12,4.94,11.04,43,3.7
P0422,R040,Empório do Abacaxi Clandestino,Doces,cookie,2,45.87,0,91.74,3.97,11.03,47,4.1
P0423,R040,Empório do Abacaxi Clandestino,Doces,cookie,3,56.51,2,169.03,5.62,11.48,51,3.8
P0424,R040,Empório do Abacaxi Clandestino,Doces,bolo de pote,2,58.3,0,119.6,6.79,10.83,47,3.8
P0425,R040,Empório do Abacaxi Clandestino,Doces,pudim,3,41.59,0,124.77,3.73,13.0,46,4.1
P0426,R041,Empório do Pêndulo Clandestino,Açaí,salada de frutas,4,42.3,0,169.2,5.24,8.83,65,3.3
P0427,R041,Empório do Pêndulo Clandestino,Açaí,salada de frutas,4,40.23,2,162.92,2.17,6.73,29,3.9
P0428,R041,Empório do Pêndulo Clandestino,Açaí,salada de frutas,2,51.02,0,105.04,3.47,7.86,39,3.5
P0429,R041,Empório do Pêndulo Clandestino,Açaí,açaí 300ml,1,43.35,2,43.35,1.62,7.15,30,4.3
P0430,R041,Empório do Pêndulo Clandestino,Açaí,açaí 500ml,2,36.71,0,75.42,2.65,6.11,27,4.0
P0431,R041,Empório do Pêndulo Clandestino,Açaí,vitamina,3,52.56,5,156.68,3.58,3.16,42,3.6
P0432,R041,Empório do Pêndulo Clandestino,Açaí,salada de frutas,3,37.55,0,115.65,2.0,5.36,29,3.8
P0433,R042,Empório do Siri Supremo,Salgados,esfiha,4,15.25,3,58.0,3.86,8.23,18,4.3
P0434,R042,Empório do Siri Supremo,Salgados,coxinha,2,11.32,0,22.64,4.16,7.99,52,2.5
P0435,R042,Empório do Siri Supremo,Salgados,risole,4,15.51,0,65.04,4.25,9.59,32,3.2
P0436,R042,Empório do Siri Supremo,Salgados,risole,3,13.34,0,42.02,6.73,8.57,44,3.7
P0437,R042,Empório do Siri Supremo,Salgados,kibe,2,10.41,2,22.82,5.13,8.56,54,3.6
P0438,R042,Empório do Siri Supremo,Salgados,risole,2,12.03,5,21.06,4.02,7.4,49,4.4
P0439,R042,Empório do Siri Supremo,Salgados,kibe,1,10.69,2,10.69,5.85,10.54,40,3.6
P0440,R042,Empório do Siri Supremo,Salgados,coxinha,1,10.67,5,5.67,2.7,7.89,46,2.9
P0441,R042,Empório do Siri Supremo,Salgados,enroladinho,3,9.7,0,29.1,4.07,9.69,39,3.9
P0442,R043,Estação da Panela Supremo,Salgados,esfiha,3,27.07,0,83.21,6.46,6.77,51,3.6
P0443,R043,Estação da Panela Supremo,Salgados,enroladinho,5,23.98,0,119.9,8.19,3.98,52,3.8
P0444,R043,Estação da Panela Supremo,Salgados,risole,2,19.87,5,34.74,6.08,5.48,39,3.6
P0445,R043,Estação da Panela Supremo,Salgados,enroladinho,1,27.28,5,24.28,6.85,7.05,66,2.8
P0446,R043,Estação da Panela Supremo,Salgados,coxinha,2,23.63,0,50.26,7.35,6.74,76,2.8
P0447,R043,Estação da Panela Supremo,Salgados,esfiha,2,20.56,0,42.62,6.77,4.71,56,3.1
P0448,R043,Estação da Panela Supremo,Salgados,esfiha,1,16.29,5,11.29,6.13,5.26,45,3.4
P0449,R043,Estação da Panela Supremo,Salgados,enroladinho,1,22.16,0,22.16,5.71,5.73,56,3.4
P0450,R043,Estação da Panela Supremo,Salgados,enroladinho,2,23.21,5,45.42,7.79,8.11,77,2.8
P0451,R043,Estação da Panela Supremo,Salgados,coxinha,4,25.32,3,100.28,7.7,3.25,62,3.3
P0452,R043,Estação da Panela Supremo,Salgados,enroladinho,3,21.55,2,64.65,6.36,6.7,48,3.1
P0453,R044,Estação da Pimenta Solar,Marmita,marmita fitness,3,23.77,0,74.31,3.55,10.89,25,3.6
P0454,R044,Estação da Pimenta Solar,Marmita,marmita fitness,2,18.92,0,37.84,2.88,11.79,44,3.3
P0455,R044,Estação da Pimenta Solar,Marmita,marmita P,2,30.25,0,63.5,3.07,12.04,39,3.5
P0456,R044,Estação da Pimenta Solar,Marmita,prato executivo,2,27.04,0,55.58,3.89,0.79,51,3.5
P0457,R044,Estação da Pimenta Solar,Marmita,marmita P,1,27.93,3,28.93,1.34,10.62,11,4.6
P0458,R044,Estação da Pimenta Solar,Marmita,marmita P,4,32.1,0,128.4,2.48,8.75,47,4.1
P0459,R044,Estação da Pimenta Solar,Marmita,prato executivo,4,26.35,3,104.4,5.19,12.09,40,3.8
P0460,R044,Estação da Pimenta Solar,Marmita,prato executivo,1,20.69,2,18.69,2.53,8.91,25,3.4
P0461,R044,Estação da Pimenta Solar,Marmita,prato executivo,5,28.19,0,140.95,2.03,8.74,22,3.9
P0462,R045,Estação do Dragão Sagrado,Pizza,pizza média,1,42.52,0,42.52,5.78,12.26,54,4.7
P0463,R045,Estação do Dragão Sagrado,Pizza,fatia marguerita,1,49.56,0,49.56,8.38,12.49,50,3.5
P0464,R045,Estação do Dragão Sagrado,Pizza,fatia de calabresa,1,29.82,0,32.82,7.2,12.41,40,5.0
P0465,R045,Estação do Dragão Sagrado,Pizza,pizza brotinho,5,29.29,0,146.45,7.68,11.89,65,3.4
P0466,R045,Estação do Dragão Sagrado,Pizza,fatia de calabresa,5,43.84,0,219.2,6.81,10.91,133,3.8
P0467,R045,Estação do Dragão Sagrado,Pizza,pizza média,3,36.97,0,110.91,6.96,11.62,144,4.3
P0468,R045,Estação do Dragão Sagrado,Pizza,pizza média,2,36.59,2,75.18,5.13,12.18,37,3.9
P0469,R045,Estação do Dragão Sagrado,Pizza,fatia de calabresa,3,38.39,5,114.17,6.16,11.32,54,3.6
P0470,R045,Estação do Dragão Sagrado,Pizza,fatia marguerita,1,34.65,0,36.15,6.15,8.68,48,4.1
